HoursBeforeSepsis,PatientObservations,UniquePatients,HR_Mean,HR_Median,HR_MissingPct,O2Sat_Mean,O2Sat_Median,O2Sat_MissingPct,Temp_Mean,Temp_Median,Temp_MissingPct,SBP_Mean,SBP_Median,SBP_MissingPct,MAP_Mean,MAP_Median,MAP_MissingPct,DBP_Mean,DBP_Median,DBP_MissingPct,Resp_Mean,Resp_Median,Resp_MissingPct,EtCO2_Mean,EtCO2_Median,EtCO2_MissingPct,BaseExcess_Mean,BaseExcess_Median,BaseExcess_MissingPct,HCO3_Mean,HCO3_Median,HCO3_MissingPct,FiO2_Mean,FiO2_Median,FiO2_MissingPct,pH_Mean,pH_Median,pH_MissingPct,PaCO2_Mean,PaCO2_Median,PaCO2_MissingPct,SaO2_Mean,SaO2_Median,SaO2_MissingPct,AST_Mean,AST_Median,AST_MissingPct,BUN_Mean,BUN_Median,BUN_MissingPct,Alkalinephos_Mean,Alkalinephos_Median,Alkalinephos_MissingPct,Calcium_Mean,Calcium_Median,Calcium_MissingPct,Chloride_Mean,Chloride_Median,Chloride_MissingPct,Creatinine_Mean,Creatinine_Median,Creatinine_MissingPct,Bilirubin_direct_Mean,Bilirubin_direct_Median,Bilirubin_direct_MissingPct,Glucose_Mean,Glucose_Median,Glucose_MissingPct,Lactate_Mean,Lactate_Median,Lactate_MissingPct,Magnesium_Mean,Magnesium_Median,Magnesium_MissingPct,Phosphate_Mean,Phosphate_Median,Phosphate_MissingPct,Potassium_Mean,Potassium_Median,Potassium_MissingPct,Bilirubin_total_Mean,Bilirubin_total_Median,Bilirubin_total_MissingPct,TroponinI_Mean,TroponinI_Median,TroponinI_MissingPct,Hct_Mean,Hct_Median,Hct_MissingPct,Hgb_Mean,Hgb_Median,Hgb_MissingPct,PTT_Mean,PTT_Median,PTT_MissingPct,WBC_Mean,WBC_Median,WBC_MissingPct,Fibrinogen_Mean,Fibrinogen_Median,Fibrinogen_MissingPct,Platelets_Mean,Platelets_Median,Platelets_MissingPct
-14,1849,1849,88.19299768518519,87.0,6.5440778799351005,97.22268163024218,98.0,8.436992969172525,37.114406294706725,37.1,62.19578150351541,123.70377358490566,122.0,14.007571660356948,81.12545830869308,80.0,8.545159545700379,62.07692307692308,61.0,26.879394267171442,19.97366790582404,19.0,12.709572742022715,32.87777777777778,34.0,90.26500811249323,-0.23093525179856117,0.0,92.48242293131422,24.1900826446281,24.0,93.45592212006491,0.5170198675496688,0.5,83.66684694429422,7.3868965517241385,7.4,90.5895078420768,40.21851851851852,39.0,92.69875608436993,93.70405405405405,97.0,95.99783666846943,355.3421052631579,38.0,97.94483504597079,28.939102564102566,22.5,91.56300703082746,94.76315789473684,78.5,97.94483504597079,7.449856115107914,8.1,92.48242293131422,105.32283464566929,105.0,93.13142239048135,1.4978625954198472,1.0,92.91508923742565,0.9,0.7,99.67550027041644,134.72307692307692,126.0,82.4229313142239,2.6633333333333336,1.7,95.61925365062196,2.0703947368421054,2.0,91.77934018388318,3.5666666666666664,3.4,93.99675500270416,4.055217391304348,4.0,88.80475932936722,1.5772727272727274,0.9,98.21525148729042,37.93666666666667,3.28,99.51325040562466,29.892592592592592,29.1,89.77825851811791,10.082716049382714,9.9,91.23850730124391,40.79722222222222,34.45,96.1060032449973,14.332653061224487,11.5,92.04975662520282,299.8666666666667,214.0,99.18875067604111,210.21875,183.0,93.07733910221742
-13,1892,1892,88.20354488279017,88.0,7.55813953488372,97.24297423887587,98.0,9.725158562367865,37.16926447574335,37.2,66.2262156448203,124.28874767513949,123.0,14.746300211416491,81.42348958333334,80.0,8.668076109936575,62.35182481751825,61.0,27.58985200845666,19.983282208588957,19.0,13.847780126849896,32.89071038251366,33.0,90.3276955602537,-0.3820512820512821,0.0,91.75475687103594,23.79646017699115,23.0,94.02748414376322,0.5258783783783783,0.5,84.35517970401692,7.385531914893617,7.39,90.06342494714588,41.062913907284766,39.0,92.01902748414376,94.82571428571428,97.0,96.30021141649048,344.1363636363636,51.5,97.67441860465115,32.2027027027027,22.5,92.17758985200845,117.0,75.0,97.72727272727273,7.275078125,8.1,93.23467230443974,105.6639344262295,106.0,93.55179704016913,1.7136521739130435,1.1,93.92177589852008,0.725,0.4,99.78858350951374,138.6186943620178,129.0,82.18816067653277,2.259473684210526,1.7,94.97885835095138,2.1194078947368418,2.1,91.9661733615222,3.7474747474747474,3.2,94.76744186046511,4.101674876847291,4.0,89.2706131078224,2.7189189189189187,0.8,98.04439746300211,3.7315384615384612,0.73,99.31289640591966,30.492682926829268,29.4,91.33192389006342,10.343115942028986,10.149999999999999,92.7061310782241,46.70324675324675,34.3,95.93023255813954,12.15079365079365,11.2,93.34038054968288,384.22222222222223,350.0,99.52431289640592,203.4537037037037,196.0,94.29175475687104
-12,1939,1939,88.45398428731762,88.0,8.096957194430118,97.2542808219178,98.0,9.644146467251161,37.13400684931507,37.2,69.88138215575039,123.11434226552984,121.0,15.317173800928312,81.12231867504283,80.0,9.695719443011862,62.30561555075594,61.0,28.365136668385766,20.153279181708786,19.75,14.285714285714285,33.297814207650276,34.0,90.56214543579163,-0.04128787878787881,0.0,93.19236719958741,24.644761904761904,24.0,94.58483754512635,0.5206884057971015,0.5,85.76585869004641,7.390116959064327,7.4,91.18102114492007,40.02357142857143,39.0,92.7797833935018,94.05975609756098,97.0,95.77101598762249,206.02777777777777,65.5,98.14337287261475,29.80952380952381,24.0,92.4187725631769,99.72222222222223,70.0,98.14337287261475,7.229781021897811,8.1,92.9345023207839,105.5042735042735,106.0,93.96596183599793,1.5291935483870969,1.1,93.60495100567303,1.9866666666666666,1.3,99.8452810727179,139.33968253968254,130.0,83.75451263537906,2.7125274725274724,1.73,95.30685920577618,2.0898648648648646,2.1,92.3671995874162,3.312621359223301,3.2,94.68798349664776,4.00170731707317,3.9,89.42753996905621,2.503448275862069,1.0,98.50438370293966,4.3536363636363635,0.27,99.43269726663229,30.757947019867547,30.3,92.21248066013409,10.230075187969925,10.0,93.14079422382672,50.63384615384615,37.9,96.64775657555441,12.600833333333334,11.55,93.81124290871583,276.5,231.5,99.484270242393,199.55045871559633,167.0,94.37854564208354
-11,1984,1984,88.85172037138176,88.0,7.711693548387097,97.23301781737194,98.0,9.475806451612904,37.16643578643579,37.2,65.07056451612904,123.98856889414547,122.0,14.768145161290322,81.41473392461197,80.0,9.07258064516129,62.61537114845938,61.0,28.024193548387093,20.162441724941726,20.0,13.508064516129032,33.43715846994535,34.0,90.77620967741935,-0.425,0.0,93.6491935483871,24.513084112149535,24.0,94.60685483870968,0.5326451612903226,0.5,84.375,7.385625,7.4,91.93548387096774,40.378787878787875,39.2,93.34677419354838,92.40384615384616,96.5,96.72379032258065,317.8611111111111,48.0,98.18548387096774,26.114093959731544,21.0,92.48991935483872,123.94444444444444,74.5,98.18548387096774,7.295454545454546,8.2,93.34677419354838,105.49561403508773,106.0,94.25403225806451,1.7122834645669294,1.0,93.59879032258065,1.3960000000000001,0.5,99.74798387096774,136.70268138801262,126.0,84.02217741935483,2.5444186046511628,1.7,95.66532258064517,2.0905797101449277,2.0,93.04435483870968,3.7760416666666665,3.5,95.16129032258065,4.09253807106599,4.0,90.07056451612904,1.9714285714285715,0.85,98.58870967741935,3.961052631578947,0.16,99.04233870967742,30.014857142857146,29.7,91.17943548387096,10.093831168831167,10.2,92.23790322580645,50.02368421052631,35.55,96.16935483870968,12.263235294117647,11.05,93.14516129032258,321.8666666666667,228.0,99.24395161290323,186.09583333333333,177.5,93.95161290322581
-10,2013,2013,88.62633832976445,88.0,7.203179334326876,97.23648279628618,98.0,9.041231992051664,37.12880886426593,37.11,64.13313462493791,124.01892836342458,122.0,14.704421261798311,81.76450435729848,80.0,8.79284649776453,63.0713058419244,61.0,27.719821162444113,20.106775300171527,19.5,13.114754098360656,33.1283422459893,33.0,90.7103825136612,-0.02816455696202531,0.0,92.15101838052658,24.032608695652176,24.0,94.28713363139593,0.5218367346938776,0.5,82.96075509190264,7.392020202020201,7.41,90.1639344262295,40.926785714285714,40.0,91.65424739195231,93.46298701298701,97.0,96.17486338797814,226.86666666666667,60.0,97.7645305514158,30.88235294117647,22.0,92.39940387481371,153.7111111111111,96.0,97.7645305514158,7.120503597122302,8.0,93.09488325881769,106.34677419354838,106.0,93.84003974167908,1.6748201438848922,1.1,93.09488325881769,2.55875,0.7,99.60258320914058,136.7764705882353,129.0,83.10978638847492,2.2036263736263737,1.7,95.47938400397416,2.033557046979866,2.0,92.59811227024342,3.809345794392523,3.3,94.68455042225534,4.1378365384615385,4.0,89.66716343765523,3.0441860465116273,1.2,97.86388474913065,17.197692307692307,0.26,99.35419771485346,29.53037634408602,29.15,90.76005961251863,9.905732484076433,9.8,92.20069547938401,48.70641025641026,34.75,96.1251862891207,12.169310344827586,10.8,92.79682066567312,298.4,208.0,98.75807252856433,195.2159090909091,177.0,93.44262295081968
-9,2051,2051,88.7080501829587,88.0,6.728425158459288,97.182302771855,98.0,8.532423208191126,37.13200280112045,37.1,65.18771331058021,123.59107648725212,121.0,13.94441735738664,81.55472765732416,80.0,7.80107264748903,62.98620457604307,61.0,27.547537786445638,20.165223463687152,20.0,12.725499756216479,32.816326530612244,32.75,90.44368600682594,-0.09016853932584268,0.0,91.32130667966845,24.245945945945948,24.0,94.58800585080449,0.5162848297213622,0.5,84.25158459288153,7.38595238095238,7.39,89.76109215017065,41.23664596273292,40.0,92.15017064846417,93.70253164556962,97.0,96.14822038030229,481.1860465116279,47.0,97.90346172598733,29.03921568627451,23.0,92.54022428083861,102.80952380952381,69.5,97.95221843003414,7.269253731343284,8.2,93.46660165772794,107.07786885245902,107.0,94.05168210628962,1.5779687500000001,1.1,93.75914188200878,,,100.0,134.79942693409743,129.0,82.98391028766456,2.1031999999999997,1.5,95.12432959531935,2.0753424657534247,2.1,92.88152120916627,3.618556701030928,3.4,95.27059970745978,4.072790697674418,4.0,89.51730862993662,2.1923076923076925,0.9,98.09848854217455,3.633333333333333,0.09,99.41491955143832,30.849700598802393,30.5,91.85763042418333,10.38782894736842,10.3,92.58898098488542,44.54461538461538,35.9,96.83081423695758,12.73203125,11.3,93.75914188200878,260.8,188.0,99.2686494392979,204.20689655172413,190.5,94.34422233057045
-8,2104,2104,88.92983367983368,88.0,8.555133079847907,97.1501860712387,98.0,10.598859315589355,37.10657935285054,37.11,69.15399239543726,122.95918079096045,121.0,15.874524714828897,81.28580390089614,80.0,9.838403041825094,62.8046511627907,61.0,28.46958174904943,20.219478357380687,20.0,14.353612167300382,33.505181347150256,33.5,90.82699619771863,0.0660377358490566,0.0,92.44296577946768,24.828260869565216,25.0,95.62737642585552,0.5309900990099009,0.5,85.59885931558935,7.3847499999999995,7.39,90.49429657794677,41.732236842105266,40.0,92.77566539923954,92.86595744680852,96.0,95.53231939163499,326.6,73.0,98.33650190114068,28.094890510948904,18.0,93.48859315589354,116.56944444444444,86.25,98.28897338403041,7.250172413793103,8.2,94.48669201520913,105.8061224489796,106.0,95.34220532319392,1.6988181818181818,0.9,94.77186311787072,0.9200000000000002,0.4,99.76235741444867,138.3496835443038,130.25,84.9809885931559,2.408765432098765,1.72,96.15019011406845,2.068604651162791,2.0,93.86882129277566,3.5697674418604652,3.2,95.91254752851711,4.131752577319587,4.0,90.77946768060836,2.117241379310345,0.9,98.62167300380229,20.61466666666667,1.18,99.287072243346,29.86604938271605,29.2,92.30038022813687,10.171212121212122,9.9,93.72623574144487,45.189240506329114,33.7,96.24524714828897,11.580833333333333,10.45,94.29657794676805,317.89130434782606,266.0,98.90684410646388,197.33333333333334,176.0,95.00950570342205
-7,2154,2154,88.84166241713412,88.0,8.960074280408541,97.06664924202823,98.0,11.188486536675951,37.13301104972376,37.185,66.38811513463324,123.29884422110554,121.0,16.852367688022284,81.1996008294453,79.33,10.445682451253482,62.69220607661823,61.0,29.71216341689879,20.288524145415085,20.0,14.438254410399256,33.0,33.0,90.90064995357474,-0.011337209302325598,0.0,92.01485608170844,24.516826923076923,24.825,95.17177344475395,0.5331901840490797,0.5,84.86536675951719,7.389711538461539,7.4,90.34354688950789,41.15380116959064,40.0,92.06128133704735,92.38072916666665,96.4,95.54317548746518,216.85416666666666,52.0,97.7715877437326,28.38888888888889,22.0,93.31476323119777,101.36170212765957,65.0,97.81801299907148,7.350081967213114,8.1,94.33611884865367,104.84210526315789,105.5,94.70752089136491,1.5025409836065573,0.94,94.33611884865367,0.5,0.5,99.86072423398329,135.54696132596686,128.0,83.19405756731662,2.478021978021978,1.8,95.7753017641597,2.064625850340136,2.0,93.17548746518106,3.537755102040817,3.2,95.45032497678737,4.051032863849765,4.0,90.11142061281338,2.37,0.75,98.14298978644382,7.856249999999999,2.775,99.62859795728876,30.103578431372544,30.0,90.5292479108635,10.169875776397516,10.0,92.52553389043639,44.822941176470586,35.9,96.05385329619313,12.701438848920864,11.1,93.54688950789229,378.1304347826087,304.0,98.9322191272052,193.4798387096774,175.0,94.24326833797586
-6,2199,2199,89.21358024691358,88.0,7.91268758526603,97.05597579425114,98.0,9.822646657571624,37.10403266331658,37.11,63.801728058208276,122.96600107933081,121.0,15.734424738517507,81.06983943803311,79.0,9.367894497498863,62.14283419023136,61.0,29.24056389267849,20.410976890756302,20.0,13.415188722146429,33.19095477386934,33.0,90.95043201455208,-0.4387755102040816,0.0,91.08685766257389,23.10511811023622,23.0,94.22464756707595,0.5235955056179775,0.5,83.81082310140974,7.381502145922746,7.38,89.40427467030469,41.40954773869347,40.0,90.95043201455208,92.97072072072072,97.0,94.95225102319236,162.58695652173913,49.0,97.9081400636653,26.964912280701753,20.0,92.2237380627558,103.43478260869566,85.0,97.9081400636653,7.034213836477988,7.9,92.76944065484311,106.69776119402985,107.0,93.90632105502502,1.414,0.9,93.63346975898136,1.1,1.1,99.90904956798545,138.15896739130434,130.0,83.26512050932241,2.662844827586207,1.745,94.72487494315598,2.1240740740740742,2.0,92.63301500682128,3.455172413793103,3.2,94.72487494315598,4.113346938775511,4.0,88.85857207821736,2.7783783783783784,0.9,98.3174170077308,11.203333333333333,0.275,99.45429740791269,30.013203463203464,29.9,89.49522510231922,10.094923857868022,10.2,91.04138244656662,40.22559523809524,34.6,96.1800818553888,13.099408284023669,11.0,92.31468849477035,403.6666666666667,340.0,98.90859481582538,184.39666666666668,164.0,93.1787175989086
-5,2264,2264,89.14896185417673,88.0,8.524734982332156,97.13690476190476,98.0,10.954063604240282,37.10435162094763,37.17,64.57597173144876,122.87398305084747,121.0,16.607773851590103,80.82041379310346,79.0,10.335689045936396,62.41534810126582,61.0,30.212014134275616,20.277218782249744,20.0,14.39929328621908,33.38647342995169,33.0,90.85689045936395,-0.7223163841807909,0.0,92.18197879858657,23.91807692307692,24.0,94.25795053003534,0.5418235294117647,0.5,84.98233215547704,7.376093023255814,7.39,90.50353356890459,40.84047619047619,40.0,92.57950530035336,92.415,96.85,96.46643109540636,506.8974358974359,51.0,98.2773851590106,29.323353293413174,22.0,92.62367491166079,114.51282051282051,85.0,98.2773851590106,7.174285714285715,8.1,93.19787985865725,105.81884057971014,106.0,93.90459363957598,1.6452447552447553,1.1,93.68374558303887,6.35,6.35,99.91166077738515,135.61707988980717,128.0,83.96643109540636,2.68348623853211,1.81,95.18551236749117,2.102439024390244,2.0,92.75618374558304,3.688181818181818,3.4,95.14134275618375,4.151949152542373,4.0,89.57597173144876,3.6135135135135132,0.9,98.36572438162544,20.1925,0.905,99.46996466431095,29.581796116504854,29.3,90.90106007067138,9.888251366120217,9.7,91.91696113074205,42.10689655172414,34.1,96.15724381625441,11.812578616352202,10.4,92.97703180212014,404.625,339.5,98.93992932862191,199.7642857142857,196.0,93.81625441696113
-4,2317,2317,89.06978922716628,88.0,7.854984894259818,97.09479015918959,98.0,10.53085886922745,37.10914893617021,37.11,69.5727233491584,123.62039877300613,121.0,15.580492015537335,81.02292439372324,79.0,9.236081139404401,62.51894898586355,61.0,29.779887785930082,20.26691729323308,20.0,13.897280966767372,33.12135922330097,33.0,91.10919292188174,-0.03169398907103826,0.0,92.10185584807942,24.6858407079646,26.0,95.12300388433319,0.5320895522388059,0.5,85.54164868364265,7.379067796610171,7.39,89.81441519205869,42.486528497409324,40.0,91.67026327147173,94.53750000000001,97.1,95.85671126456626,275.1162790697674,57.0,98.14415192058696,24.834375,20.0,93.09451877427708,113.5813953488372,87.0,98.14415192058696,7.241448275862069,8.1,93.74190763918861,106.0079365079365,105.5,94.5619335347432,1.5019402985074626,1.0,94.21665947345706,1.3566666666666667,0.6499999999999999,99.74104445403539,136.77868852459017,128.0,84.20371169615882,3.086601941747573,1.8,95.55459646094087,2.065243902439024,2.0,92.921881743634,3.6546296296296297,3.55,95.33880017263702,4.0445064377682405,4.0,89.943892965041,2.2424999999999997,1.05,98.27362969356928,5.415625,0.16999999999999998,99.30945187742772,29.855693069306934,29.3,91.28182995252482,10.163636363636364,10.0,92.87872248597324,48.51346153846154,37.2,96.63357790246008,12.409133333333333,10.850000000000001,93.52611135088476,312.36842105263156,235.0,99.1799741044454,184.35271317829458,167.0,94.4324557617609
-3,2363,2363,89.10535959688502,88.0,7.61743546339399,97.13430042115115,98.0,9.564113415150233,37.19462324393359,37.2,66.86415573423614,123.41167664670658,122.0,15.192551840880236,81.03505838393274,79.0,9.394837071519255,62.55618990384615,61.0,29.581041049513328,20.257977417771233,20.0,13.796022005924671,32.808056872037916,33.0,91.07067287346592,-0.34587912087912087,0.0,92.29792636479051,24.155395683453236,24.0,94.11764705882352,0.5238655462184874,0.5,84.89208633093526,7.382000000000001,7.39,90.47820567075752,40.992222222222225,40.0,92.382564536606,93.96789473684211,97.0,95.97968683876428,289.6984126984127,65.0,97.3338975878121,29.13131313131313,21.0,91.62082099026661,85.45161290322581,72.0,97.37621667371985,7.260239520958084,8.1,92.9327126534067,105.81,105.0,93.65213711383834,1.5639877300613498,1.0,93.10198899703767,2.5124999999999997,0.8500000000000001,99.66144731273805,134.0012886597938,125.0,83.58019466779517,2.457075471698113,1.82,95.5141768937791,2.1335897435897433,2.1,91.74777824798984,3.5572580645161294,3.1500000000000004,94.75243334743969,4.109489051094891,4.0,88.40457046127803,2.43,1.1,97.88404570461277,1.0093750000000001,0.16999999999999998,99.32289462547608,30.361181434599157,29.5,89.97037663986458,10.276960784313726,10.05,91.36690647482014,42.715656565656566,34.8,95.8104104951333,13.609340659340658,12.05,92.29792636479051,259.575,214.5,99.15361828184511,196.3474025974026,172.0,93.48286077020737
-2,2430,2430,89.25560538116592,88.0,8.23045267489712,97.03646788990825,98.0,10.2880658436214,37.14702394526796,37.17,63.90946502057613,122.88848039215686,121.0,16.049382716049383,81.08886301369863,79.5,9.876543209876543,62.741587957497046,61.25,30.288065843621396,20.381724303554275,20.0,14.320987654320987,32.74444444444445,32.5,90.74074074074075,-0.26215596330275226,0.0,91.02880658436214,23.97233333333333,24.0,93.82716049382715,0.5323598130841122,0.5,82.38683127572017,7.385355805243446,7.39,89.01234567901236,40.70227272727273,39.0,90.94650205761316,92.25120967741935,97.0,94.89711934156378,303.234375,62.5,97.36625514403292,29.756218905472636,23.0,91.72839506172839,114.15625,75.5,97.36625514403292,7.192544378698225,8.1,93.04526748971193,105.5122699386503,106.0,93.29218106995884,1.6997515527950313,1.13,93.37448559670783,3.3200000000000003,2.2,99.79423868312757,143.05012224938875,132.0,83.16872427983539,2.655530303030303,1.7,94.5679012345679,2.05699481865285,2.0,92.05761316872429,3.8516949152542375,3.5,95.14403292181069,4.131056338028169,4.09,88.3127572016461,3.0450980392156866,1.1,97.90123456790123,15.556875000000002,1.0050000000000001,99.34156378600824,29.803909465020578,29.2,90.0,10.088659793814433,9.8,92.01646090534979,38.70094339622641,33.349999999999994,95.63786008230453,14.219714285714284,11.9,92.79835390946502,215.80434782608697,209.0,99.05349794238684,216.63758389261744,193.0,93.86831275720165
-1,2506,2506,89.64148889856334,89.0,8.339984038308062,97.10152057245081,98.0,10.77414205905826,37.14172131147541,37.2,65.92178770949721,123.17835076045627,120.0,16.0415003990423,81.00898185037627,79.0,9.85634477254589,62.703187823090175,61.0,30.5267358339984,20.41647250698975,20.0,14.365522745411013,32.73981900452489,33.0,91.18116520351157,-0.025000000000000012,0.0,91.30087789305666,24.194,24.175,94.01436552274541,0.5331377551020408,0.5,84.35754189944134,7.3870786516853935,7.4,89.34557063048683,41.51581395348837,40.0,91.42059058260176,92.64049586776859,97.0,95.17158818834797,550.728813559322,44.0,97.64565043894653,33.201492537313435,26.0,91.97924980047884,96.33898305084746,76.0,97.64565043894653,7.283500000000001,8.0,92.8172386272945,106.07272727272728,106.0,93.41580207501995,1.7589534883720928,1.2,93.1364724660814,5.038888888888889,0.6,99.64086193136473,139.91334894613584,128.0,82.9608938547486,2.4399212598425195,1.7,94.93216280925778,2.117156862745098,2.1,91.85953711093376,3.776515151515151,3.3499999999999996,94.73264166001596,4.102903225806452,4.0,88.86671987230646,3.0869999999999997,0.75,98.00478850758181,4.8109090909090915,0.58,99.122106943336,30.3398406374502,30.1,89.98403830806066,10.280526315789475,10.2,91.66001596169194,44.86741573033708,34.0,96.44852354349561,13.329395604395604,11.850000000000001,92.73743016759776,259.57142857142856,190.0,99.16201117318437,192.5,163.0,93.49561053471668
